tatib tata tertib mahasiswa,"Mahasiswa harus memiliki disiplin dalam hal: 
a. Hadir dalam kegiatan belajar mengajar secara teratur dan tepat waktu. 
b. Berpenampilan rapi dan sopan.
c. Menjunjung tinggi akhlak dan moral.
d. Memelihara kebersihan, ketertiban dan keamanan.
e. Tidak makan di kelas dan laboratorium/studio.
f. Patuh terhadap peraturan keselamatan kerja.
g. Bertanggung jawab dalam menjaga barang-barang di lingkungan kampus.
h. Tidak merokok dalam lingkungan kampus.
i. Tidak melakukan perbuatan asusila atau melanggar norma dan etika.
j. Patuh terhadap semua peraturan lain yang berlaku di PENS."
pelanggaran melanggar langgar akibat dampak tatib tata tertib mahasiswa,Pelanggaran terhadap peraturan-peraturan tersebut di atas akan dikenakan sanksi setinggi-tingginya dicabut status kemahasiswaannya secara permanen.
alasan berhalangan hadir izin perizinan,"Ketidakhadiran dalam kegiatan akademik diijinkan dengan alasan sakit, kecelakaan atau keperluan penting yang amat mendesak sehubungan dengan kegiatan PENS."
prosedur sop standard operational procedure berhalangan hadir izin perizinan,"Prosedur ijin tidak masuk/meninggalkan kegiatan akademik : 
a. Pada waktu mahasiswa tersebut tidak masuk, harus disertai surat permohonan ijin dari orangtua/wali mahasiswa/Pimpinan dan diserahkan kepada ketua/penanggung jawab kelas guna ditunjukkan kepada dosen yang mengajar selama mahasiswa tersebut tidak masuk.
b. Bila mahasiswa tidak masuk/meninggalkan kegiatan akademik yang sedang berlangsung, maka harus menyerahkan permohonan ijin dari orangtua/wali/pimpinan atau surat ijin yang ditandatangani dosen pengajar saat itu kepada bagian akademik dengan persetujuan ketua program studi. 
c. Bila mahasiswa tidak masuk lebih dari 3 (tiga) hari, maka pada hari keempat harus memberi informasi kepada bagian akademik dan bila tidak ada pemberitahuan dianggap tidak masuk tanpa ijin. 
d. Bila mahasiswa tersebut tidak masuk tanpa ijin, maka hari pertama masuk harus membawa surat permohonan ijin dari orang tua/wali dan diserahkan kepada bagian akademik dengan persetujuan ketua program studi.
e. Bila pada hari pertama masuk, mahasiswa tidak menyampaikan surat permohonan ijin kepada bagian akademik, maka selama tidak masuk dianggap tidak masuk tanpa ijin. 
f. Bila tidak dapat hadir karena sakit atau kecelakaan, mahasiswa harus menyerahkan surat keterangan dokter kepada bagian akademik dengan persetujuan ketua program studi."
batas maksimum maksimal maks maximum max berhalangan hadir izin alpha tanpa keterangan,Batas maksimum kumulatif ketidakhadiran mahasiswa adalah 38 jam dalam satu semester.
melebihi batas konsekuensi berhalangan hadir izin perizinan tanpa keterangan,Mahasiswa yang mempunyai jumlah kumulatif tidak hadir kegiatan akademik tanpa ijin melebihi 38 (tiga puluh delapan) jam dalam satu semester diberhentikan sebagai mahasiswa PENS setelah mendapatkan persetujuan senat.
mahasiswa tidak laku kompensasi,"Mahasiswa yang tidak mengikuti kuliah tanpa ijin diwajibkan melakukan kegiatan lain yang bersifat mendidik sebagai kompensasi atas ketidakhadirannya. 
Kompensasi dilakukan pada akhir semester berjalan, di luar jam kuliah sesuai dengan pengaturan yang dilakukan oleh Ketua Program Studi."
evaluasi ujian ulangan tes test penilaian kuliah tengah semester,Jika kompensasi tidak dilaksanakan akan dikenakan sanksi akademik.
evaluasi ujian ulangan tes test penilaian kuliah akhir semester,"Ujian Tengah Semester (UTS) adalah evaluasi tengah semester dari suatu
mata kuliah berbentuk Kuliah yang dilaksanakan sesuai dengan jadwal yang
telah ditentukan"
evaluasi baik,"Ujian Akhir Semester (UAS) adalah evaluasi akhir semester dari suatu mata
kuliah berbentuk Kuliah yang dilaksanakan sesuai dengan jadwal yang telah
ditentukan"
nilai minimum minimal setidaknya serendah-rendahnya lulus mata kuliah,"Ujian Perbaikan (UP) adalah evaluasi pembelajaran yang bersifat wajib diikuti
oleh mahasiswa yang mendapatkan nilai D/E dan bersifat pilihan bagi
mahasiswa yang mendapatkan nilai C, pada Evaluasi Akhir Semester untuk
Program D1/D2/D3 dan Sarjana Terapan, selain PJJ, dan dilaksanakan sesuai
dengan jadwal yang telah ditentukan. UP diberikan hanya 1 (satu) kali dengan
nilai maksimal BC."
kegiatan tahapan stage prosedur evaluasi mata kuliah kerja praktik praktek magang kp,"Setiap mata kuliah dinyatakan lulus jika mendapatkan nilai minimal C,
kecuali:

a. Proposal Proyek Akhir untuk Program D2/D3 dan Sarjana Terapan, nilai
minimal B

b. Proyek Akhir untuk Program D3, nilai minimal B

c. Proyek Akhir Tahap 2 untuk Program Sarjana Terapan, nilai minimal B

d. Proposal Tesis, Progres Tesis 1, Progres Tesis 2, dan Tesis Akhir untuk
Magister Terapan, nilai minimal AB."
kegiatan tahapan stage prosedur evaluasi mata kuliah proyek akhir pa,"Kerja Praktik, Proposal Proyek Akhir, Proposal Tesis, ProgresTesis 1 dan
Progres Tesis 2 adalah mata kuliah yang salah satu evaluasinya dilaksanakan
dalam bentuk seminar"
mahasiswa dapat lihat hasil evaluasi,"Proyek Akhir, Proyek Akhir Tahap 1, Proyek Akhir Tahap 2, Progres Tesis 1,
Progres Tesis 2 dan Tesis Akhir adalah mata kuliah yang salah satu
evaluasinya dilaksanakan dalam bentuk seminar dan penyajian luaran"
syarat ikut evaluasi,"Mahasiswa berhak mendapat informasi penilaian hasil belajarnya, termasuk
mengetahui berkas pekerjaannya."
tata tertib evaluasi,"Mahasiswa yang diijinkan mengikuti Ujian Tengah Semester (UTS), Ujian Akhir
Semester (UAS) dan Ujian Perbaikan (UP) adalah mereka yang telah memenuhi
persyaratan sebagai berikut :

a. Terdaftar sebagai mahasiswa pada semester dan tahun kuliah pada saat
ujian berlangsung, dan menunjukkan Kartu Tanda Mahasiswa (KTM)
tahun kuliah tersebut.

b. Telah mengikuti kuliah sekurang-kurangnya 90% dari total pertemuan
yang terealisasi untuk mata kuliah yang diujikan.

Mahasiswa yang diijinkan mengikuti Ujian Perbaikan (UP) adalah mereka yang
telah mengikuti UTS dan UAS."
sanksi mahasiswa langgar tata tertib tatib evaluasi,"Mahasiswa yang diijinkan mengikuti UTS, UAS dan UP harus mentaati
peraturan sebagai berikut :

a. Datang di tempat UTS/UAS/UP tepat pada waktunya, tidak boleh
diwakilkan dan harus mengisi daftar hadir serta menunjukkan Kartu
Mahasiswa tahun kuliah yang masih berlaku.

b. Harus menempati tempat duduk yang ditentukan oleh panitia ujian.

c. Selama UTS/UAS/UP berlangsung peserta dilarang bercakap-cakap,
mengganggu ketenangan ujian atau saling meminjamkan perlengkapan
ujian.

d. Selama UTS/UAS/UP berlangsung, peserta dilarang menggunakan
catatan/buku pelajaran dalam bentuk apapun tanpa ijin. Peserta dilarang
menerima/memberi catatan atau melihat/memperlihatkan pekerjaan ujian
kepada sesama peserta ujian yang lain.

e. Selama UTS/UAS/UP berlangsung, peserta ujian tidak diperbolehkan
keluar dari ruangan ujian tanpa seijin pengawas ujian.

f. Selesai UTS/UAS/UP, lembar jawaban diserahkan kepada pengawas ujian.

g. Peserta yang datang terlambat lebih dari 30 (tiga puluh) menit, tidak
diperbolehkan mengikuti UTS/UAS/UP."
sanksi mahasiswa perbuatan berbuat curang,"Peserta yang melakukan pelanggaran dikenakan tindakan
peringatan pertama dan kedua. Apabila setelah diperingatkan masih
melakukan pelanggaran, maka yang bersangkutan dikeluarkan dari ruang
ujian dan diberikan nilai nol pada UTS/UAS/UP untuk mata kuliah yang
diujikan."
evaluasi ujian ulangan tes test penilaian mata kuliah workshop,"Peserta yang melanggar ayat (3d) dikeluarkan dari ruang ujian seketika itu juga,
dan dikenakan sanksi sebagai berikut:

a.2. Apabila kejadiannya pada pelaksanaan UTS, dianggap tidak mengikuti UTS
pada mata kuliah tersebut.

a.3. Apabila kejadiannya pada pelaksanaan UAS, dianggap tidak mengikuti
UAS pada mata kuliah yang bersangkutan sehingga diharuskan mengikuti
NSP, dan mata kuliah berbentuk Kuliah lainnya pada semester tersebut
diberikan nilai nol tetapi masih diberikan hak mengikuti UP.

a.4. Apabila kejadiannya pada pelaksanaan UP, dibatalkan hasil UP
mahasiswa yang bersangkutan pada mata kuliah tersebut."
evaluasi proyek akhir pa,"Suatu mata kuliah praktikum/praktik dan workshop dapat dievaluasi bila
penyelenggaraannya telah memenuhi seluruh kegiatan praktikum/praktik.

Dalam keadaan khusus suatu praktikum/praktik dan workshop yang
terjadwal tidak terlaksana sebagian atau seluruhnya, maka program studi
wajib membentuk kelas khusus.

Hasil evaluasi praktikum/praktik dan workshop wajib diumumkan oleh
dosen pengampu praktikum/praktik tersebut sesuai jadwal yang telah
ditentukan.

Dalam hal evaluasi pada ayat (3) tidak dapat dilakukan/diselesaikan, maka
Senat PENS berhak membuat keputusan pengganti.

Evaluasi praktikum/praktik dan workshop dapat dilakukan dengan merujuk
pada laporan pendahuluan/sementara, dan laporan resmi, khusus workshop
ditambah dengan tes akhir.

Laporan sementara praktikum/praktik dan workshop harus disetujui oleh
dosen/laboran sebagai laporan kelompok setelah praktikum/praktik selesai.
Laporan resmi praktikum/praktik dan workshop sebagai laporan individu
dikumpulkan setelah praktikum/praktik dan workshop tersebut
dilaksanakan"
syarat seminar proposal proyek akhir ppa sppa,"Evaluasi Proyek Akhir untuk Program Diploma 3 dilakukan dalam 2 (dua)
tahap yaitu Seminar Proposal Proyek Akhir dan Seminar Proyek Akhir.

Evaluasi Proyek Akhir untuk Program Sarjana Terapan dilakukan dalam 3
(tiga) tahap yaitu Seminar Proposal Proyek Akhir, Seminar Proyek Akhir
Tahap 1 dan Seminar Proyek Akhir Tahap 2.

Evaluasi Tesis untuk program Magister Terapan dilakukan dalam 4 (empat)
tahap yaitu Seminar Proposal Tesis, Seminar Progres Tesis 1, Seminar Progres
Tesis 2 dan Tesis Akhir."
syarat seminar proyek akhir pa spa,"Evaluasi dalam bentuk seminar proposal Proyek Akhir / Proyek Akhir dilakukan setelah
mahasiswa memenuhi persyaratan sebagai berikut:

a. Melaksanakan konsultasi dengan para dosen pembimbingnya, minimal
13 kali/semester, yang dibuktikan dengan Kartu Monitoring atau
Monitoring online, dengan interval waktu paling cepat 1 minggu.

b. Mengumpulkan Proposal/Buku dan atau makalah Proyek
Akhir/Tesis/Disertasi sesuai dengan tahapannya.

c. Mengumpulkan Lembar Persetujuan sesuai tahapannya untuk mengikuti
ujian dari para dosen pembimbingnya."
syarat seminar proyek akhir melewati melebihi melanggar batas waktu,"Evaluasi dalam bentuk seminar proposal Proyek Akhir / Proyek Akhir dilakukan setelah
mahasiswa memenuhi persyaratan sebagai berikut:

a. Melaksanakan konsultasi dengan para dosen pembimbingnya, minimal
13 kali/semester, yang dibuktikan dengan Kartu Monitoring atau
Monitoring online, dengan interval waktu paling cepat 1 minggu.

b. Mengumpulkan Proposal/Buku dan atau makalah Proyek
Akhir/Tesis/Disertasi sesuai dengan tahapannya.

c. Mengumpulkan Lembar Persetujuan sesuai tahapannya untuk mengikuti
ujian dari para dosen pembimbingnya."
tidak lulus seminar,"Bila persyaratan dikumpulkan melebihi waktu yang ditentukan,
maka yang bersangkutan tidak boleh mengikuti evaluasi,  sehingga harus mengikuti
evaluasi susulan yang dilaksanakan sesuai dengan waktu yang telah
ditentukan dalam kurun waktu 2 (dua) bulan setelah periode eveluasi
sebelumnya, dengan nilai maksimal B."
bobot evaluasi teori,"Bila mahasiswa tidak lulus pada evaluasi, dapat mengikuti evaluasi perbaikan yang
dilaksanakan sesuai dengan waktu yang telah ditentukan dalam kurun
waktu 2 (dua) bulan setelah periode eveluasi sebelumnya, dengan nilai
maksimal B."
bobot evaluasi praktikum,"Bobot Evaluasi mata kuliah dalam bentuk Kuliah adalah sebagai berikut:\r 
- Hasil UAS 40 - 50 %\r 
- Hasil UTS 30 - 40 %\r 
- Latihan, tugas, diskusi, tanya-jawab, kehadiran dan lain-lain 20 - 30 %\r 
- Total seluruhnya100 %"
bobot evaluasi workshop,"Bobot Evaluasi mata kuliah dalam bentuk Praktikum/Praktik dan Workshop
ditentukan oleh masing-masing dosen pengampu dengan minimal 3 (tiga)
jenis evaluasi, dapat berupa evaluasi laporan, mid-test, post-test, kehadiran
dan jenis evaluasi lainnya."
skala hasil evaluasi,"Skala penilaian akhir semester hasil belajar mahasiswa dinyatakan sebagai
berikut :

Nilai Angka Nilai

Huruf Bobot Kategori

81 � 100 A 4 Istimewa

71 � 80 AB 3.5 Sangat baik

66 � 70 B 3 Baik

61 � 65 BC 2.5 Cukup baik

56 � 60 C 2 Cukup

41 � 55 D 1 Kurang

0 � 40 E 0 Sangat kurang

Skala penilaian untuk mata kuliah Proposal Proyek Akhir (D3/D4), Proyek
Akhir 2 (D4), dan Proyek Akhir (D3) adalah sebagai berikut :

Nilai Angka Nilai
Huruf
Bobot Kategori

81 � 100 A 4 Istimewa

71 � 80 AB 3.5 Sangat baik

66 � 70 B 3 Baik

0 � 65 E 0 Kurang

Skala penilaian untuk mata kuliah Proposal Tesis, Progres Tesis, dan Tesis
Akhir adalah sebagai berikut :

Nilai Angka Nilai
Huruf
Bobot Kategori

81 � 100 A 4 Istimewa

71 � 80 AB 3.5 Sangat baik

0 � 70 E 0 Kurang"
mbkm,Merdeka Belajar Kampus Merdeka (MBKM) merupakan kegiatan perkuliahan di luar kampus utama yang dapat dikonversi ke mata kuliah sesuai kurikulum kampus
jenis program mbkm,"Magang & Studi Independen Bersertifikat (MSIB)
IISMAVO
Kampus Mengajar"
syarat ikut hadir join mbkm,"Mahasiswa Aktif D3 Semester 5
Mahasiswa Aktif D4 Semester 5/7"
sks mbkm,20 SKS maksimal
cara daftar registrasi mbkm,"1. Membuat permintaan surat rekomendasi dari prodi masing-masing
2. Membuat permintaan surat pertanggung jawaban mutlak ke koordinator MBKM kampus
3. Membuat permintaan transkrip nilai ke BAAK
4. Melakukan pendaftaran ke web kampus merdeka"
tahapan seleksi mbkm,"Umumnya tahapan seleksi yang akan dihadapi adalah sebagai berikut:
1. Berkas
2. Wawancara
3. Psikotes
4. Tes pengetahuan umum
5. Tes pengetahuan tentang bidang yang dilamar"
penerimaan mbkm,"Setelah lolos dari semua seleksi dan mendapatkan penawaran dari mitra, berikut hal yang harus diperhatikan:
1. Jika ingin mengambil tawaran silahkan konfirmasi dengan klik button Ambil dan Ikuti Kegiatan
2. Jika penawaran tidak diambil selama lebih dari tiga hari, maka akan dianggap menolak atau tidak mengambil kegiatan tersebut"
formulir rencana studi frs mbkm,"1. Mahasiswa yang diterima sebagai peserta MSIB Angkatan 3 melaporkan status kepesertaannya kepada dosen wali dan Ketua / Sekretaris Program Studi
2. Apabila mahasiswa diterima sebelum berakhirnya periode pengisian FRS, maka mahasiswa perlu mengisi FRS dengan kode MK MBKM sesuai program yang diikuti (MBKM: Magang 1 Semester atau MBKM: Studi Independen 1 Semester )
3. Apabila mahasiswa diterima setelah berakhirnya periode pengisian FRS, maka Ketua / Sekretaris Program Studi akan mengupdate isian FRS dengan kode MK MBKM sesuai program yang diikuti (MBKM: Magang 1 Semester atau MBKM: Studi Independen 1 Semester )"
monitoring mbkm,"1. Ketua / Sekretaris Program Studi menunjuk salah satu dosen sebagai Dosen Pembimbing Kegiatan
2. Mahasiswa mengisi logbook harian dan laporan mingguan melalui web Kampus Merdeka dan melaporkannya kepada Dosen Pembimbing Kegiatan
3. Apabila diperlukan, Dosen Pembimbing Kegiatan dapat mengagendakan pertemuan dengan mahasiswa untuk monitoring"
pengakuan sks mbkm,"1. Mahasiswa melaporkan selesainya kegiatan dengan melampirkan bukti pendukung (laporan akhir, sertifikat, dan lembar penilaian) ke Dosen Pembimbing Kegiatan dan Ketua / Sekretaris Program Studi
2. Dosen Pembimbing Kegiatan dan Ketua / Sekretaris Program Studi akan mengevaluasi hasil kegiatan berdasarkan bukti pendukung yang tersedia
(Apabila diperlukan, Dosen Pembimbing Kegiatan dan Ketua / Sekretaris Program Studi dapat menjadwalkan sesi evaluasi tambahan dengan mahasiswa)
3. Ketua / Sekretaris Program Studi akan menerbitkan Form Konversi Nilai yang mencantumkan nilai akhir dari keikutsertaan mahasiswa pada program MSIB Angkatan 3
4. Ketua / Sekretaris Program Studi akan mengirimkan form konversi nilai yang sudah diisi ke BAAK (tembusan ke UP2AI)
5. BAAK memasukkan nilai hasil konversi ke dalam transkrip nilai"
tanya jawab grup wa whatsapp mbkm,"Bagi mahasiswa yang masih memiliki pertanyaan, silahkan
bergabung di <a href=""https://pens.id/GrupWA-TanyaJawabMSIB"">grup WA tanya jawab MSIB Angkatan 4</a>"
