peraturan akademik perak pasal 10 pens,"Pasal 10
Perpindahan Mahasiswa

(1) Perpindahan mahasiswa antar program studi di PENS tidak dapat dilaksanakan.
(2) PENS dapat menerima mahasiswa pindahan dari perguruan tinggi lain dengan program studi dan jenjang yang sama, didasarkan atas pertimbangan daya tampung, prestasi akademik, ekivalensi mata kuliah, alasan kepindahan serta nilai akreditasi program studi dan institusi minimal setara.
(3) PENS dapat menerima mahasiswa pindahan dari perguruan tinggi luar negeri yang telah diakui oleh Direktorat Jenderal Pendidikan Tinggi dengan program studi yang sebidang dan jenjang pendidikan yang setara.
(4) Pengakuan beban studi yang telah ditempuh oleh mahasiswa pindahan sebagaimana dimaksud pada ayat (2) dan ayat (3) di perguruan tinggi asal, dilakukan melalui mekanisne transfer sks dan diatur dalam pasal 11 ayat (3).
(5) Tata cara dan syarat-syarat penerimaan mahasiswa pindahan yang lain diatur dalam pedoman Penerimaan Mahasiswa. "
peraturan akademik perak pasal 11 pens,"Pasal 11
Transfer Satuan Kredit Semester

(1) Transfer satuan kredit semester dilakukan untuk pengakuan beban studi mahasiswa pindahan dan beban studi mahasiswa pada proses pembelajaran yang dilakukan di luar program studi.
(2) Evaluasi transfer sks mahasiswa pindahan dilakukan oleh tim yang dibentuk oleh Kepala Departemen/Pasca Sarjana.
(3) Perhitungan transfer sks untuk mahasiswa pindahan sebagaimana dimaksud pada pasal 10 ayat (4) diatur sebagai berikut:
a. PENS hanya mengakui mata kuliah yang setara (silabus, capaian pembelajaran mata kuliah dan rencana pembelajaran semesternya) dengan mata kuliah pada program studi yang dituju di PENS
b. bobot sks mata kuliah yang diakui maksimal sama dengan bobot sks mata kuliah yang setara pada program studi yang dituju di PENS.
(4)Perhitungan transfer sks pada proses pembelajaran di luar program studi diatur pada panduan MBKM."
peraturan akademik perak pasal 12 pens,"Pasal 12
Biaya Penyelenggaraan Pendidikan

Setiap mahasiswa harus memenuhi kewajiban biaya penyelenggaraan pendidikan sesuai dengan ketentuan yang telah ditetapkan oleh Direktur. "
peraturan akademik perak pasal 13 pens,"Pasal 13
Mahasiswa Baru

(1) Calon mahasiswa baru harus mendaftarkan diri di BAAK dengan ketentuanketentuan sebagai berikut:
a. tidak boleh diwakilkan.
b. menyelesaikan biaya penyelenggaraan pendidikan seperti yang tercantum pada Pasal 12.
c. mengisi formulir pendaftaran yang disediakan oleh BAAK dan memenuhi syarat-syarat lain yang telah ditentukan.
d. wajib mengisi dan menandatangani surat pernyataan yang berisi kesediaan untuk tunduk dan menjalankan sepenuhnya segala ketentuan dan peraturan yang ditetapkan oleh PENS. 
e. tidak sedang terdaftar sebagai mahasiswa di PENS.
f. tidak pernah dicabut status kemahasiswaannya secara permanen sebagai mahasiswa PENS.
(2) Calon mahasiswa baru yang tidak memenuhi kelengkapan pada ayat (1) dan/atau terlambat mendaftarkan diri dianggap mengundurkan diri. "
peraturan akademik perak pasal 14 pens,"Pasal 14
Daftar Ulang Mahasiswa

(1) Mahasiswa harus mendaftar ulang sebelum awal semester di BAAK dengan ketentuan-ketentuan sebagai berikut:
a. tidak boleh diwakilkan,
b. menyelesaikan biaya penyelenggaraan pendidikan sesuai ketetapan Direktur,
c. dalam tenggang waktu yang telah ditentukan sesuai dengan kalender akademik yang berlaku,
d. mengembalikan pinjaman buku, alat laboratorium, dan lain-lain yang terkait dengan kegiatan akademik kepada PENS,
(2) Prosedur daftar ulang diatur dalam peraturan tersendiri.
(3) Mahasiswa yang terlambat atau tidak melakukan daftar ulang dianggap mengundurkan diri. "
peraturan akademik perak pasal 15 pens,"Pasal 15
Bentuk Kegiatan Akademik

(1) Kegiatan akademik dapat dilakukan dalam bentuk Kuliah, Praktik/ Workshop, Praktikum, Seminar, Penelitian, Kerja Praktik dan bentuk-bentuk kegiatan lain yang diakui sesuai dengan peraturan yang berlaku.
(2) Bentuk kegiatan tersebut pada ayat (1), merupakan satu kesatuan dalam proses pembelajaran dan terjadwal secara terintegrasi dalam kegiatan semester."
peraturan akademik perak pasal 16 pens,"Pasal 16
Persyaratan Penyelenggaraan Kegiatan Akademik

(1) Kuliah adalah proses pembelajaran yang dilaksanakan dalam bentuk tatap muka di kelas atau dengan menggunakan media pembelajaran lainnya.
(2) Praktikum adalah proses pembelajaran yang dilaksanakan dalam rangka pembuktian teori dalam bentuk demo dan/atau percobaan di dalam atau di luar laboratorium/ studio.
(3) Praktik adalah proses pembelajaran yang menekankan penguasaan kemampuan prosedural yang dilaksanakan dalam bentuk demo, bengkel, dan/atau percobaan di dalam atau di luar laboratorium/studio.
(4) Workshop adalah proses pembelajaran dalam bentuk proyek untuk menghasilkan luaran produk yang dilaksanakan di dalam atau di luar laboratorium /studio.
(5) Seminar adalah proses pembelajaran berupa presentasi rutin berkala dalam bentuk tatap muka.
(6) Penelitian adalah proses pembelajaran yang berupa aktivitas dan presentasi atas proposal/progres proyek akhir, tesis dan disertasi.
(7) Kerja Praktik adalah proses pembelajaran di bawah bimbingan dosen dan pembimbing lapangan, yang bertujuan untuk menerapkan ilmu pengetahuan dan teknologi dalam bentuk pengabdian kepada masyarakat.
(8) Proses pembelajaran dalam bentuk lain dilaksanakan atas persetujuan Direktur, dengan mengikuti pedoman yang berlaku. "
peraturan akademik perak pasal 17 pens,"Pasal 17
Penyelenggaraan Kegiatan Akademik

(1) Semua kegiatan akademik berdasarkan pada kalender akademik yang ditetapkan oleh Direktur setiap awal tahun ajaran.
(2) Kegiatan akademik dapat dilaksanakan secara tatap muka di ruang kelas, teater, laboratorium/studio atau tempat yang telah ditentukan atau dengan metode dan media lain.
(3) Penyelenggaraan kegiatan akademik diampu oleh seorang dosen atau lebih, sesuai dengan bidang dan tugasnya. "
peraturan akademik perak pasal 18 pens,"Pasal 18
Kedisiplinan

(1) Mahasiswa harus memiliki disiplin dalam hal:
a. Hadir dalam kegiatan belajar mengajar secara teratur dan tepat waktu,
b. Berpenampilan rapi dan sopan,
c. Menjunjung tinggi akhlak dan moral,
d. Memelihara kebersihan, ketertiban dan keamanan,
e. Tidak makan di kelas dan laboratorium/studio,
f. Patuh terhadap peraturan keselamatan kerja,
g. Bertanggung jawab dalam menjaga barang-barang di lingkungan kampus,
h. Tidak merokok dalam lingkungan kampus,
i Tidak melakukan perbuatan asusila atau melanggar norma dan etika,
j. Patuh terhadap semua peraturan lain yang berlaku di PENS.
(2) Pelanggaran terhadap peraturan-peraturan tersebut di atas akan dikenakan sanksi setinggi-tingginya dicabut status kemahasiswaannya secara permanen. "
peraturan akademik perak pasal 19 pens,"Pasal 19
Ketidakhadiran

(1) Ketidakhadiran dalam kegiatan akademik diijinkan dengan alasan sakit, kecelakaan atau keperluan penting yang amat mendesak sehubungan dengan kegiatan PENS.
(2) Prosedur ijin tidak masuk/meninggalkan kegiatan akademik:
a. Pada waktu mahasiswa tersebut tidak masuk, harus disertai surat permohonan ijin dari wali mahasiswa/Pimpinan dan diserahkan kepada ketua/penanggung jawab kelas guna ditunjukkan kepada dosen yang mengajar selama mahasiswa tersebut tidak masuk,
b. Bila mahasiswa tidak masuk/meninggalkan kegiatan akademik yang sedang berlangsung, maka harus menyerahkan permohonan jjin dari wali mahasiswa/pimpinan atau surat ijin yang ditandatangani dosen pengajar saat itu kepada BAAK dengan persetujuan Kaprodi,
c. Bila mahasiswa tidak masuk lebih dari 3 (tiga) hari, maka pada hari ke-4 (empat) harus memberi informasi kepada BAAK dan bila tidak ada pemberitahuan dianggap tidak masuk tanpa ijin,
d. Bila mahasiswa tersebut tidak masuk tanpa ijin, maka hari pertama masuk harus membawa surat permohonan ijin dari orang tua/wali dan diserahkan kepada BAAK dengan persetujuan Kaprodi,
e. Bila pada hari pertama masuk, mahasiswa tidak menyampaikan surat permohonan ijin kepada BAAK, maka selama tidak masuk dianggap tidak masuk tanpa jjin,
f. Bila tidak dapat hadir karena sakit atau kecelakaan, mahasiswa harus menyerahkan surat keterangan dokter kepada BAAK dengan persetujuan Kaprodi.
(3) Kaprodi berhak menentukan pemberian ijin tidak hadir kegiatan akademik selain karena alasan yang tersebut pada ayat (1). "
peraturan akademik perak pasal 20 pens,"Pasal 20
Tidak Hadir Tanpa Ijin

Mahasiswa yang mempunyai jumlah kumulatif tidak hadir tanpa ijin dalam kegiatan akademik melebihi 38 (tiga puluh delapan) jam dalam satu semester diberhentikan sebagai mahasiswa PENS setelah mendapatkan persetujuan senat. "
peraturan akademik perak pasal 21 pens,"Pasal 21
Kompensasi

(1) Mahasiswa yang tidak mengikuti Kuliah tanpa ijin diwajibkan melakukan kegiatan lain yang bersifat mendidik sebagai kompensasi atas ketidakhadirannya.
(2) Kompensasi dilakukan pada akhir semester berjalan, di luar jam perkuliahan sesuai dengan pengaturan yang dilakukan oleh Kaprodi.
(3) Jika kompensasi yang dimaksud dalam ayat (2) tidak dilaksanakan, maka akan dikenakan sanksi akademik.
(4) Mahasiswa yang tidak mengikuti Praktikum/Praktik/Workshop dengan ijin sesuai dengan Pasal 19 ayat (1), maka yang bersangkutan harus melakukan Praktikum/Praktik/Workshop pengganti di luar jam perkuliahan sesuai dengan pengaturan yang dilakukan oleh Kaprodi.
(5) Mahasiswa yang tidak mengikuti Praktikum/Praktik/Workshop tanpa ijin, maka yang bersangkutan dinyatakan tidak lulus pada mata kuliah tersebut."
peraturan akademik perak pasal 22 pens,"Pasal 22
Ujian Tengah Semester, Ujian Akhir Semester

(1) Ujian Tengah Semester (UTS) adalah evaluasi tengah semester dari suatu mata kuliah berbentuk Kuliah yang dilaksanakan sesuai dengan jadwal yang telah ditentukan.
(2) Ujian Akhir Semester (UAS) adalah evaluasi akhir semester dari suatu mata kuliah berbentuk Kuliah yang dilaksanakan sesuai dengan jadwal yang telah ditentukan. "
peraturan akademik perak pasal 23 pens,"Pasal 23
Evaluasi Proses Belajar Mengajar

(1) Kegiatan akademik dimonitor secara terus menerus dan dievaluasi melalui proses asesmen dalam bentuk latihan, tugas, diskusi, seminar, tanya jawab, UTS, UAS, dan/atau bentuk assesmen lainnya.
(2) Hasil evaluasi proses belajar mengajar dinyatakan dengan Nilai Angka (NA) dan Nilai Huruf (NH).
(3) Setiap mata kuliah untuk Program Diploma, Sarjana Terapan, dan Magister Terapan dinyatakan lulus jika mendapatkan nilai minimal C, kecuali:
a. Proposal Proyek Akhir untuk Program Diploma dan Sarjana Terapan, nilai minimal B,
b. Proyek Akhir untuk Program Diploma, nilai minimal B,
c. Proyek Akhir Tahap 2 untuk Program Sarjana Terapan, nilai minimal B,
d. Proposal Tesis, Progres Tesis dan Tesis Akhir untuk Magister Terapan, nilai minimal AB.
(4) Setiap mata kuliah untuk Program Doktor Terapan dinyatakan lulus jika mendapatkan nilai minimal B, kecuali Proposal Disertasi, Progres Disertasi, nilai minimal AB.
(5) Selama semester berjalan mahasiswa wajib mengikuti UTS dan UAS.
(6) Mahasiswa yang tidak mengikuti UTS dan/atau UAS pada mata kuliah berbentuk Kuliah dinyatakan tidak lulus untuk mata kuliah yang bersangkutan.
(7) Kerja Praktik, Proposal Proyek Akhir, Proposal Tesis, Proposal Disertasi adalah mata kuliah yang salah satu evaluasinya dilaksanakan dalam bentuk seminar.
(8) Proyek Akhir, Tesis dan Disertasi, selain yang disebutkan pada ayat 7, adalah kelompok mata kuliah yang salah satu evaluasinya dilaksanakan dalam bentuk seminar dan penyajian luaran."
peraturan akademik perak pasal 24 pens,"Pasal 24
Tata Tertib Ujian Semester

(1) Mahasiswa yang diijinkan mengikuti Ujian Tengah Semester (UTS) dan Ujian Akhir Semester (UAS) adalah mereka yang telah memenuhi persyaratan sebagai berikut :
a. Terdaftar sebagai mahasiswa pada semester dan tahun kuliah pada saat ujian berlangsung, dan menunjukkan Kartu Tanda Mahasiswa (KTM) tahun kuliah tersebut,
b. Telah mengikuti kuliah sekurang-kurangnya 90”6 dari total pertemuan yang terealisasi untuk mata kuliah yang diujikan.
(2) Mahasiswa yang diijinkan mengikuti UTS dan UAS harus mentaati tata tertib ujian sesuai peraturan yang telah ditentukan.
(3) Pelanggaran terhadap peraturan dan tata tertib ujian dikategorikan dalam pelanggaran ringan, sedang dan berat, diatur dalam peraturan tersendiri dan dikenai sanksi sesuai peraturan yang berlaku.
(4) Sanksi dan tindakan langsung terhadap pelanggaran kategori ringan dilakukan oleh pengawas ujian pada waktu ujian berlangsung sesuai peraturan yang berlaku.
(5) Sanksi terhadap pelanggaran kategori sedang dan berat diberikan oleh Pimpinan setelah mendapat laporan tertulis dari pengawas ujian dan panitia pelaksana ujian.
(6) Petugas baik tenaga kependidikan maupun tenaga non kependidikan yang terbukti melakukan kerja sama dengan peserta ujian dikenakan sanksi sesuai dengan aturan kepegawaian. "
peraturan akademik perak pasal 25 pens,"Pasal 25
Evaluasi Kuliah

(1) Setiap kegiatan akademik berbentuk Kuliah harus melakukan evaluasi minimal dalam bentuk Tugas, UTS dan UAS.
(2) Setiap perkuliahan dapat diujikan bila tatap muka telah dilaksanakan seluruhnya sesuai dengan Rencana Pembelajaran Semester (RPS).
(3) Dalam keadaan khusus suatu perkuliahan yang terjadwal tidak dapat memenuhi syarat pada ayat (2), maka program studi wajib membentuk kelas khusus.
(4) Hasil evaluasi wajib diumumkan oleh dosen pengampu mata kuliah tersebut sesuai jadwal yang telah ditentukan.
(5) Dalam keadaan khusus evaluasi perkuliahan tidak dapat dilakukan /diselesaikan oleh dosen pengampu mata kuliah tersebut sesuai dengan jadwal yang telah ditentukan maka Senat PENS berhak membuat keputusan pengganti hasil evaluasi perkuliahan. "
peraturan akademik perak pasal 26 pens,"Pasal 26
Evaluasi Praktikum, Praktik, Workshop

(1) Kegiatan akademik berbentuk Praktikum, Praktik dan Workshop dapat dievaluasi bila penyelenggaraannya telah memenuhi seluruh Rencana
Pembelajaran Semester (RPS).
(2) Dalam keadaan khusus suatu Praktikum, Praktik dan Workshop yang terjadwal tidak terlaksana sebagian atau seluruhnya, maka program studi wajib membentuk kelas khusus.
(3) Hasil evaluasi Praktikum, Praktik dan Workshop wajib diumumkan oleh dosen pengampu Praktikum/ Praktik/ Workshop tersebut sesuai jadwal yang telah ditentukan.
(4) Dalam hal evaluasi pada ayat (3) tidak dapat dilakukan/diselesaikan, maka Senat PENS berhak membuat keputusan pengganti.
(5) Evaluasi Praktikum, Praktik dan Workshop dapat dilakukan dengan merujuk pada laporan pendahuluan/sementara, laporan resmi, dan/atau tes. Khusus untuk Workshop ditambah dengan penilaian produk. "
peraturan akademik perak pasal 27 pens,"Pasal 27
Evaluasi Proyek Akhir/Tesis/Disertasi

(1) Evaluasi Proyek Akhir, Tesis dan Disertasi dapat dilaksanakan setelah mahasiswa memenuhi persyaratan sebagai berikut :
a. Melaksanakan konsultasi dengan para dosen pembimbingnya, minimal 13 (tiga belas) kali/semester, yang dibuktikan dengan Kartu Monitoring atau Monitoring online, dengan interval waktu paling cepat 1 minggu,
b. Mengumpulkan Proposal/ Buku dan atau makalah Proyek Akhir/Tesis/Disertasi sesuai dengan tahapannya,
c. Mengumpulkan Lembar Persetujuan sesuai tahapannya untuk mengikuti ujian dari para dosen pembimbingnya.
(2) Bila persyaratan pada ayat (1) dikumpulkan melebihi waktu yang ditentukan, maka yang bersangkutan tidak boleh mengikuti evaluasi sehingga harus mengikuti evaluasi susulan yang dilaksanakan sesuai dengan waktu yang telah ditentukan.
(3) Bila mahasiswa tidak lulus pada evaluasi sebagaimana disebut pada ayat (1) sampai dengan ayat (2), dapat mengikuti evaluasi perbaikan yang dilaksanakan sesuai dengan waktu yang telah ditentukan dalam kurun waktu 2 (dua) bulan setelah periode eveluasi sebelumnya.
(4) Evaluasi sebagaimana disebut pada ayat (1) sampai dengan ayat (3), dinilai oleh dosen penguji dan pembimbing. "
peraturan akademik perak pasal 28 pens,"Pasal 28
Bobot Evaluasi

(1) Bobot evaluasi mata kuliah dalam bentuk Kuliah adalah sebagai berikut:
- Hasil UAS : 25 — 40%
- HasilUTS : 25 — 40%
- Latihan, tugas, diskusi, tanya-jawab, kehadiran dan lain-lain : 20 - 50%
- Total seluruhnya : 100 %

(2) Bobot evaluasi mata kuliah dalam bentuk Praktikum, Praktik dan Workshop ditentukan oleh masing-masing dosen pengampu dengan minimal 3 (tiga) jenis evaluasi, dapat berupa evaluasi laporan, tes, kehadiran dan/atau jenis evaluasi lainnya.
(3) Bobot evaluasi mata kuliah dalam bentuk Kerja Praktik, Proyek Akhir untuk program Diploma dan Sarjana Terapan, serta Tesis maupun Disertasi untuk program Pascasarjana diatur dalam pedoman tersendiri.
(4) Skala penilaian akhir semester hasil belajar mahasiswa dinyatakan sebagai berikut
81 - 100 | A | 4 | Istimewa
71 - 80 | AB | 3.5 | Sangat baik
66 - 70 | B | 3 | Baik
61 - 65 | BC | 2.5 | Cukup baik
56 - 60 | C | 2 | Cukup
41 - 55 | D | 1 | Kurang
0 - 40 | E | 0 | Sangat kurang

(4) Skala penilaian untuk mata kuliah Proposal Proyek Akhir dan Proyek Akhir (jenjang Diploma), dan Proposal Proyek Akhir dan Proyek Akhir 2 (jenjang Sarjana Terapan) adalah sebagai berikut : 
81 - 100 | A | 4 | Istimewa
71 - 80 | AB | 3.5 | Sangat baik
66 - 70 | B | 3 | Baik
0 - 65 | E | 0 | Kurang

(5) Skala penilaian untuk kelompok mata kuliah Tesis (program Magister Terapan) dan kelompok mata kuliah Disertasi (program Doktor Terapan) adalah sebagai berikut : 
81 - 100 | A | 4 | Istimewa
71 - 80 | AB | 3.5 | Sangat baik
0 - 70 | E | 0 | Kurang"
